GEN_TsB;INV_S;PFC_Ia;PFC_Ib;PFC_Ic;PFC_VBus;InjectorDuty;T13;T2;w9;T91;T41_44_avg
377,2;303,3;11,7;11,5;11,3;702,0;0,5;319,1;334,6;140454;403,9;1108,1
377,3;303,9;12,5;12,7;12,0;689,9;0,5;319,1;334,5;140079;404,1;1108,1
377,2;306,8;6,6;6,2;6,0;693,1;0,5;319,1;334,5;138649;403,9;1108,1
377,2;306,7;7,7;7,9;7,7;714,8;0,5;319,1;334,6;138559;403,9;1108,1
377,1;305,9;7,7;8,0;8,3;731,4;0,5;319,1;334,6;140412;403,9;1108,1
377,2;304,7;12,2;12,7;11,9;681,5;0,5;319,2;334,6;141735;403,9;1108,2
377,2;306,7;5,2;5,0;4,9;673,0;0,5;319,2;334,6;139478;403,9;1108,2
377,0;306,9;7,1;7,0;6,8;699,7;0,4;319,2;334,6;140523;404,0;1108,1
377,2;303,3;12,1;11,9;11,7;699,7;0,5;319,1;334,6;140400;403,8;1108,1
377,2;304,8;8,1;7,8;7,9;666,4;0,5;319,1;334,6;141590;403,8;1108,1
377,2;306,2;5,3;4,7;4,6;678,2;0,5;319,0;334,6;139995;403,8;1108,2
377,2;304,4;8,5;7,9;9,5;731,0;0,4;319,1;334,6;140204;403,7;1108,2
377,2;303,6;12,0;11,9;11,6;698,1;0,5;319,1;334,6;140471;403,7;1108,2
377,3;303,9;12,6;12,8;12,1;690,6;0,5;319,1;334,5;140653;403,7;1108,2
377,3;306,8;6,2;5,5;5,4;687,3;0,5;319,1;334,5;139667;403,7;1108,2
377,1;306,6;7,3;7,1;7,1;704,0;0,5;319,1;334,5;139026;403,6;1108,2
377,2;306,7;7,0;6,8;6,5;697,8;0,5;319,1;334,5;140116;403,8;1108,2
377,2;304,1;8,5;7,8;9,4;727,6;0,5;319,1;334,6;140337;403,6;1108,1
377,2;303,8;11,8;11,4;11,4;703,4;0,5;319,1;334,7;140343;403,6;1108,2
377,1;303,8;11,7;12,5;11,5;673,2;0,5;319,1;334,7;140002;403,6;1108,2
377,3;306,8;6,4;6,1;5,9;691,4;0,5;319,1;334,7;138554;403,8;1108,2
377,2;306,2;7,8;7,9;7,9;717,0;0,5;319,1;334,6;139236;403,7;1108,2
377,2;304,9;7,8;8,1;8,7;733,9;0,5;319,1;334,6;140564;403,6;1108,2
377,2;305,3;9,8;10,1;9,8;667,9;0,5;319,1;334,6;140691;403,4;1108,2
377,2;306,5;6,6;6,3;6,1;694,5;0,5;319,1;334,6;138816;403,6;1108,2
377,2;305,4;7,7;8,0;7,9;724,3;0,5;319,1;334,5;140103;403,5;1108,1
377,3;305,1;9,8;10,1;9,7;669,1;0,5;319,1;334,6;141280;403,8;1108,2
377,2;306,8;6,8;6,5;6,3;694,9;0,5;319,1;334,6;138951;403,4;1108,1
377,3;305,1;7,7;8,1;8,3;730,4;0,4;319,2;334,6;140594;403,7;1108,2
377,2;305,4;7,6;7,8;7,6;666,9;0,5;319,2;334,6;140390;403,6;1108,2
377,3;306,2;6,5;6,1;5,8;692,4;0,5;319,2;334,6;139333;403,6;1108,2
377,2;305,3;7,7;7,9;8,6;734,6;0,5;319,1;334,6;141304;403,5;1108,1
377,3;306,0;7,4;7,5;7,5;667,2;0,5;319,1;334,6;139497;403,7;1108,1
377,3;306,4;7,4;7,4;7,4;707,8;0,4;319,1;334,5;139315;403,6;1108,1
377,3;305,6;7,7;8,0;8,3;731,0;0,5;319,0;334,5;141054;403,6;1108,1
377,3;305,4;7,2;6,9;7,0;668,6;0,5;319,0;334,5;140016;403,8;1108,1
377,2;306,4;7,4;7,4;7,4;707,9;0,4;319,0;334,5;139184;403,7;1108,1
377,3;305,1;7,7;8,0;8,3;731,5;0,5;319,0;334,6;140668;403,8;1108,1
377,3;305,5;7,6;7,7;7,6;667,1;0,5;319,0;334,6;140472;403,6;1108,2
377,3;306,4;6,3;5,8;5,7;689,0;0,5;319,0;334,6;138871;403,6;1108,2
377,2;304,9;7,7;8,1;8,6;732,2;0,5;319,1;334,6;140518;403,5;1108,2
377,3;305,6;10,2;10,6;10,2;668,9;0,5;319,1;334,6;140160;403,5;1108,1
377,4;306,7;7,0;6,7;6,6;696,9;0,5;319,1;334,6;139363;403,4;1108,1
377,3;304,7;7,8;7,8;8,6;732,9;0,5;319,1;334,6;141707;403,4;1108,2
377,3;306,3;5,7;5,3;5,2;670,1;0,5;319,1;334,6;138736;403,5;1108,2
377,2;305,8;7,7;8,0;8,1;726,7;0,4;319,0;334,6;140232;403,4;1108,2
377,3;303,5;9,2;8,4;9,7;724,6;0,5;319,2;334,7;139876;403,3;1108,2
377,3;306,4;7,6;7,7;7,6;712,0;0,5;319,2;334,7;140241;403,4;1108,2
377,3;304,1;10,3;9,5;10,4;716,7;0,5;319,3;334,6;141972;403,4;1108,2
377,4;307,6;5,2;4,8;4,6;674,0;0,5;319,2;334,6;140565;403,3;1108,3
377,4;305,4;11,8;12,2;11,4;674,6;0,4;319,2;334,6;140935;403,4;1108,2
377,3;306,8;6,2;5,7;5,6;690,0;0,5;319,2;334,6;139651;403,4;1108,2
377,3;304,5;8,0;7,9;9,2;734,6;0,4;319,2;334,6;141887;403,3;1108,2
377,3;306,4;5,4;4,9;4,8;672,8;0,5;319,1;334,7;138692;403,3;1108,1
377,3;305,9;7,8;8,0;8,2;727,7;0,4;319,2;334,7;140244;403,1;1108,1
377,4;303,7;8,8;8,0;9,5;727,5;0,5;319,2;334,7;141111;403,3;1108,2
377,3;307,2;6,6;6,2;6,1;693,4;0,5;319,1;334,6;138889;403,4;1108,2
377,3;305,2;7,8;8,1;8,2;730,0;0,4;319,1;334,6;140254;403,4;1108,2
377,2;303,7;11,2;10,5;11,0;709,7;0,5;319,0;334,7;140172;403,6;1108,1
377,4;306,7;6,7;6,4;6,1;693,7;0,5;319,0;334,7;139593;403,4;1108,1
377,3;305,3;7,9;7,9;8,8;734,7;0,5;319,0;334,7;140561;403,4;1108,2
377,4;303,7;12,5;12,4;11,9;694,3;0,5;319,0;334,6;138569;403,3;1108,1
377,4;305,3;7,7;8,0;8,0;727,7;0,5;319,0;334,6;140450;403,2;1108,1
377,4;304,2;11,5;11,1;11,1;705,9;0,5;319,1;334,6;141718;403,4;1108,1
377,3;306,6;6,5;5,9;5,7;690,4;0,5;319,1;334,6;140492;403,3;1108,1
377,4;304,9;12,1;12,6;11,9;678,5;0,4;319,1;334,6;140954;403,3;1108,2
377,3;306,8;7,0;6,7;6,5;697,3;0,5;319,1;334,7;139322;403,3;1108,1
377,4;304,4;7,6;8,0;8,3;732,9;0,4;319,1;334,7;141320;403,2;1108,1
377,4;306,0;5,7;5,5;5,5;670,6;0,5;319,1;334,7;139292;403,2;1108,1
377,4;306,8;7,5;7,5;7,3;706,0;0,4;319,1;334,7;139718;403,1;1108,0
377,3;304,4;7,9;7,9;8,9;732,9;0,5;319,1;334,6;141778;403,1;1108,0
377,4;306,3;5,7;5,4;5,4;669,7;0,5;319,0;334,6;138616;403,0;1108,0
377,2;305,9;7,7;8,1;8,1;721,9;0,4;319,0;334,6;140050;403,1;1108,0
377,3;304,7;7,9;7,8;9,0;734,8;0,5;319,1;334,6;141748;403,1;1107,9
377,4;306,7;5,4;4,8;4,7;681,0;0,5;319,1;334,6;138731;403,0;1107,9
377,3;305,4;7,3;7,8;7,7;721,2;0,4;319,1;334,6;140215;403,1;1108,0
377,4;304,2;10,5;9,6;10,6;715,2;0,5;319,2;334,6;140010;403,2;1108,0
377,4;306,4;6,7;6,1;6,1;692,9;0,5;319,2;334,6;140005;403,0;1108,0
377,4;304,5;8,0;7,8;9,0;732,8;0,5;319,1;334,6;140327;403,1;1108,0
377,4;304,6;11,9;12,8;11,7;676,6;0,5;319,1;334,6;139441;403,0;1107,9
377,4;304,3;7,8;7,9;8,7;735,2;0,5;319,1;334,6;140330;403,0;1107,9
377,4;305,0;12,2;12,6;11,9;678,5;0,5;319,1;334,6;139955;403,1;1107,9
377,4;306,1;7,5;7,5;7,4;707,4;0,5;319,1;334,6;140289;403,2;1107,9
377,4;305,6;10,1;10,6;10,2;667,9;0,5;319,1;334,6;138981;403,0;1107,9
377,3;306,7;7,6;7,9;7,9;724,2;0,5;319,1;334,6;140382;403,2;1107,9
377,4;303,1;12,3;12,2;12,0;697,0;0,5;319,1;334,6;139063;403,2;1107,9
377,4;304,7;7,5;7,9;8,0;727,8;0,5;319,2;334,6;140478;403,2;1107,9
377,4;305,6;9,6;10,1;9,7;668,3;0,5;319,2;334,6;138864;403,1;1107,9
377,5;305,7;7,5;7,8;7,9;723,2;0,5;319,3;334,6;141887;403,1;1107,8
377,4;307,1;5,2;4,6;4,6;677,9;0,5;319,3;334,6;140254;403,1;1107,9
377,4;303,6;11,2;10,6;10,9;708,1;0,4;319,3;334,6;141631;403,1;1107,9
377,4;306,6;5,9;5,4;5,1;686,8;0,5;319,2;334,6;140403;402,9;1107,9
377,4;305,4;11,7;12,2;11,6;674,6;0,4;319,2;334,6;139351;403,3;1107,9
377,4;306,5;7,7;7,9;7,8;715,8;0,5;319,2;334,6;140303;403,2;1107,8
377,4;303,4;10,1;9,3;10,1;717,8;0,5;319,2;334,6;138875;403,3;1107,8
377,4;305,5;7,5;7,9;7,9;725,0;0,5;319,2;334,6;140558;403,5;1107,8
377,4;304,7;12,5;12,6;12,1;692,0;0,5;319,2;334,6;140890;403,2;1107,8
377,5;306,9;6,5;6,0;5,8;691,4;0,5;319,2;334,6;140391;403,0;1107,8
377,4;306,0;8,3;8,5;8,2;665,6;0,4;319,3;334,5;138791;403,4;1107,7
377,4;305,0;7,7;7,9;8,0;725,7;0,5;319,2;334,5;140587;403,3;1107,8
377,4;305,2;12,3;12,7;11,9;681,3;0,5;319,2;334,6;140330;403,2;1107,8
377,4;304,0;10,7;10,0;10,7;713,0;0,5;319,3;334,6;141361;403,1;1107,8
377,5;306,7;6,5;6,1;6,0;693,3;0,5;319,3;334,6;140372;403,2;1107,8
377,4;303,5;10,9;10,3;10,8;710,0;0,4;319,3;334,6;139131;403,1;1107,7
377,4;304,7;7,5;7,8;8,6;734,6;0,5;319,3;334,6;140381;403,0;1107,7
377,4;305,7;9,4;9,6;9,4;666,9;0,5;319,3;334,6;138936;403,1;1107,7
377,4;305,5;7,4;7,9;8,0;725,7;0,5;319,3;334,6;141633;403,0;1107,7
377,4;306,9;6,9;6,6;6,4;696,5;0,5;319,1;334,6;140322;403,0;1107,7
377,4;304,0;11,7;11,3;11,3;704,1;0,4;319,1;334,6;141456;403,0;1107,7
377,4;306,9;6,0;5,5;5,5;688,0;0,5;319,2;334,6;140285;403,0;1107,7
377,4;305,9;11,3;11,9;11,2;672,5;0,4;319,2;334,6;138742;402,9;1107,7
377,5;306,5;7,7;8,0;8,0;721,9;0,5;319,2;334,6;140473;402,9;1107,7
377,4;303,8;12,0;11,7;11,5;703,5;0,5;319,2;334,6;139162;402,9;1107,7
377,6;304,6;7,7;7,9;8,4;735,0;0,5;319,2;334,6;140381;402,9;1107,7
377,4;306,2;8,8;9,1;8,8;667,6;0,5;319,2;334,6;139203;402,8;1107,7
377,4;304,3;7,5;8,0;8,2;731,5;0,5;319,2;334,6;140059;402,9;1107,7
377,5;305,7;7,1;6,8;6,7;698,6;0,5;319,2;334,5;140456;402,9;1107,6
377,5;306,3;10,1;10,5;10,0;667,7;0,5;319,3;334,5;139665;402,9;1107,6
377,5;304,0;7,5;7,6;8,7;734,1;0,5;319,3;334,5;138969;403,0;1107,6
377,4;304,9;7,5;7,8;7,9;727,4;0,5;319,1;334,6;141752;402,8;1107,6
377,5;306,2;5,3;4,7;4,8;671,8;0,5;319,1;334,6;140672;402,8;1107,6
377,5;304,3;12,6;12,6;12,0;693,1;0,4;319,1;334,6;140344;402,7;1107,6
377,5;304,5;10,0;9,4;10,1;717,9;0,5;319,0;334,6;139344;402,8;1107,6
377,6;305,4;7,6;7,8;7,8;722,7;0,5;319,0;334,6;140479;402,8;1107,6
377,6;306,6;7,5;7,4;7,4;666,8;0,5;319,1;334,5;140516;402,8;1107,6
377,5;305,8;11,3;11,9;11,2;670,3;0,5;319,1;334,5;140095;402,7;1107,6
377,6;304,2;8,0;7,8;9,0;734,3;0,5;319,1;334,6;140495;402,9;1107,6
377,5;306,0;7,3;7,1;6,9;700,6;0,5;319,1;334,6;141315;402,6;1107,6
377,4;306,4;6,4;5,9;5,8;691,6;0,5;319,1;334,6;140413;402,7;1107,6
377,5;305,4;11,2;12,2;11,2;670,6;0,4;319,1;334,5;140166;402,7;1107,6
377,5;304,0;8,8;8,2;9,4;726,8;0,5;319,1;334,5;139378;402,7;1107,6
377,5;304,5;7,4;7,6;8,4;734,8;0,5;319,1;334,5;141972;402,7;1107,6
377,6;306,8;6,2;5,5;5,4;687,7;0,5;319,2;334,5;140777;402,8;1107,6
377,5;305,4;11,9;12,7;11,7;673,9;0,4;319,2;334,5;140416;402,7;1107,6
377,5;304,7;11,4;10,9;11,2;706,1;0,5;319,2;334,5;139481;402,7;1107,5
377,5;306,2;7,4;7,4;7,4;706,1;0,5;319,2;334,5;140653;402,7;1107,5
377,5;305,2;10,9;11,4;10,9;670,2;0,5;319,2;334,6;140316;402,7;1107,6
377,5;303,6;10,9;10,3;10,6;712,6;0,5;319,3;334,6;140512;402,8;1107,5
377,6;306,7;7,3;7,0;6,9;697,7;0,5;319,3;334,5;140641;402,7;1107,5
377,5;305,4;12,5;13,0;12,0;684,6;0,5;319,3;334,6;140338;402,7;1107,5
377,5;304,4;11,7;11,5;11,4;702,3;0,5;319,3;334,6;139598;402,5;1107,5
377,6;306,1;7,5;7,8;7,8;714,8;0,5;319,3;334,6;140464;402,2;1107,5
377,5;306,5;9,4;9,7;9,5;667,3;0,5;319,2;334,6;140665;402,1;1107,4
377,5;305,3;12,3;12,8;12,1;678,2;0,5;319,2;334,5;139664;402,2;1107,4
377,5;304,0;7,5;7,7;8,3;734,6;0,5;319,2;334,6;141705;402,1;1107,4
377,6;306,5;5,7;5,0;4,8;681,5;0,5;319,2;334,6;142018;402,0;1107,4
377,4;306,6;5,8;5,3;5,1;685,8;0,4;319,2;334,6;140536;402,1;1107,3
377,5;303,7;12,6;12,8;12,1;690,4;0,4;319,2;334,6;139645;402,2;1107,4
377,6;306,4;7,7;7,7;7,8;709,4;0,5;319,2;334,6;141395;402,3;1107,4
377,6;306,6;6,9;6,7;6,6;667,9;0,5;319,1;334,5;139286;402,2;1107,3
377,6;304,3;7,9;8,1;8,8;736,0;0,4;319,1;334,5;140343;402,2;1107,3
377,5;304,1;11,9;12,4;11,8;674,0;0,5;319,1;334,5;139846;402,3;1107,4
377,5;305,0;8,3;7,9;9,2;731,4;0,5;319,2;334,5;140374;402,4;1107,3
377,6;305,5;9,2;9,5;9,3;666,7;0,5;319,2;334,5;138924;402,3;1107,3
377,5;306,0;7,8;7,9;7,8;713,7;0,5;319,1;334,6;141472;402,2;1107,3
377,5;306,0;5,5;5,2;5,1;671,2;0,5;319,1;334,6;139461;402,2;1107,3
377,7;304,4;7,6;8,1;8,7;735,5;0,4;319,1;334,5;140377;402,2;1107,3
377,6;305,7;11,0;11,5;11,1;670,3;0,5;319,1;334,5;140256;402,3;1107,2
377,6;303,5;9,7;8,8;10,0;721,9;0,5;319,1;334,5;141757;402,3;1107,2
377,6;306,2;6,3;6,0;5,9;668,3;0,5;319,1;334,5;138999;402,3;1107,2
377,5;305,2;7,7;8,1;8,5;735,1;0,4;319,0;334,5;141868;402,3;1107,1
377,6;306,4;5,7;5,2;5,1;670,0;0,5;319,0;334,5;138880;402,3;1107,1
377,5;305,5;7,8;8,2;8,6;734,9;0,4;319,0;334,4;140294;402,4;1107,0
377,6;304,1;12,2;12,0;11,7;700,7;0,5;319,0;334,4;138896;402,4;1107,0
377,6;305,5;7,8;8,1;8,0;724,0;0,5;319,0;334,4;140260;402,4;1107,0
377,6;303,9;11,2;10,6;11,0;710,2;0,5;319,0;334,4;142000;402,4;1107,1
377,7;307,0;5,5;4,9;5,0;670,9;0,5;319,0;334,4;140668;402,4;1107,0
377,6;304,4;12,4;12,9;12,1;680,7;0,4;318,9;334,4;141262;402,4;1107,0
377,6;307,5;5,9;5,2;5,1;683,6;0,5;318,9;334,5;139061;402,5;1107,0
377,5;305,0;7,7;8,1;8,6;734,5;0,4;318,9;334,5;140712;402,7;1107,0
377,6;305,5;9,3;9,7;9,3;666,8;0,5;319,0;334,5;140800;402,4;1106,9
377,6;307,1;6,7;6,4;6,1;693,6;0,5;319,0;334,5;138512;402,2;1106,9
377,5;306,0;7,8;8,0;8,1;722,1;0,4;318,9;334,5;140199;402,2;1106,9
377,6;304,5;11,7;12,2;11,5;674,3;0,5;318,9;334,4;141940;402,2;1106,8
377,6;306,6;5,9;5,2;5,1;683,6;0,5;319,0;334,4;138634;402,2;1106,8
377,6;306,1;7,6;7,8;7,7;714,8;0,4;319,0;334,4;140509;402,4;1106,8
377,5;303,9;12,7;13,1;12,4;683,1;0,5;319,0;334,4;141096;402,2;1106,8
377,6;305,4;8,7;8,6;8,7;667,2;0,5;319,1;334,4;140762;402,4;1106,8
377,7;306,1;6,5;5,9;5,6;689,6;0,4;319,1;334,4;140040;402,4;1106,7
377,6;303,8;10,0;9,1;10,5;722,0;0,5;319,1;334,5;140250;402,3;1106,7
377,7;303,8;10,9;10,2;10,7;713,5;0,5;319,1;334,5;140367;402,5;1106,7
377,6;304,3;13,1;13,2;12,5;685,1;0,5;319,1;334,5;140873;402,4;1106,7
377,6;306,3;6,5;5,8;5,7;689,6;0,5;319,0;334,5;139600;402,3;1106,6
377,6;307,1;7,5;7,4;7,2;704,3;0,4;319,0;334,5;139227;402,1;1106,6
377,6;306,9;7,0;6,7;6,6;697,0;0,5;319,0;334,5;139969;402,1;1106,6
377,5;304,5;8,4;8,3;9,2;735,0;0,5;319,0;334,5;140091;402,1;1106,5
377,6;304,1;8,9;8,3;9,7;728,7;0,5;319,0;334,6;140129;402,1;1106,5
377,6;304,1;10,4;9,6;10,5;717,2;0,5;319,0;334,6;140816;401,9;1106,5
377,7;305,1;9,2;9,5;9,3;668,0;0,5;319,0;334,6;141566;401,9;1106,5
377,6;305,6;7,1;6,8;6,9;668,0;0,4;319,0;334,6;141399;402,0;1106,5
377,7;305,2;7,0;7,2;7,0;667,0;0,4;319,1;334,6;139693;402,0;1106,4
377,5;306,2;6,7;6,5;6,4;694,8;0,4;319,1;334,5;141489;401,9;1106,4
377,6;305,9;6,5;6,3;6,3;667,7;0,5;319,1;334,5;140107;402,0;1106,5
377,6;303,9;12,9;13,5;12,3;679,9;0,4;319,1;334,6;140057;402,0;1106,4
377,6;304,1;12,3;13,2;12,0;677,3;0,5;319,1;334,6;139544;401,9;1106,3
377,7;305,7;8,4;8,7;9,2;734,9;0,5;319,0;334,6;140717;401,9;1106,3
377,6;305,5;5,6;4,9;4,8;676,4;0,5;319,0;334,6;141493;401,8;1106,3
377,6;304,8;6,9;6,5;6,6;668,7;0,5;319,0;334,6;139931;401,8;1106,3
377,7;305,1;10,2;9,4;10,4;718,5;0,4;319,0;334,6;140556;402,0;1106,3
377,7;305,1;5,8;5,0;4,9;678,6;0,5;319,1;334,5;140400;402,0;1106,3
377,6;304,5;12,2;12,6;12,1;674,8;0,5;319,2;334,5;137869;401,9;1106,3
377,7;305,2;7,7;7,9;7,8;712,4;0,5;319,2;334,5;139904;401,9;1106,3
377,7;305,3;9,8;9,0;10,2;723,5;0,5;319,1;334,6;138344;402,0;1106,3
377,6;305,4;8,7;9,0;9,1;732,3;0,5;319,1;334,6;140068;402,1;1106,2
377,6;304,4;12,2;13,0;12,0;676,1;0,5;319,1;334,5;137944;402,0;1106,3
377,7;306,0;7,8;8,0;7,8;713,9;0,5;319,1;334,5;139228;402,0;1106,3
377,6;305,9;6,4;5,7;5,5;685,9;0,5;319,1;334,6;140130;401,9;1106,3
377,7;304,5;12,0;12,5;11,9;672,5;0,5;319,1;334,6;139690;402,0;1106,3
377,7;304,9;8,7;8,5;9,7;733,9;0,5;319,1;334,6;139682;401,9;1106,2
377,7;305,0;8,5;8,4;9,7;733,4;0,5;319,0;334,6;138835;401,8;1106,2
377,7;306,1;7,5;7,4;7,2;703,2;0,5;319,0;334,6;141066;402,0;1106,2
377,7;304,6;7,9;8,1;8,0;666,5;0,5;319,0;334,6;141649;401,9;1106,2
377,7;305,0;6,0;5,3;5,4;671,1;0,4;319,0;334,6;140079;401,8;1106,2
377,6;304,6;12,9;13,2;12,5;687,9;0,4;319,0;334,6;138789;401,8;1106,2
377,7;306,2;8,1;8,6;8,7;728,9;0,5;319,0;334,6;138161;401,8;1106,2
377,6;306,1;8,0;8,2;8,2;719,0;0,5;318,8;334,6;141592;402,0;1106,1
377,6;305,3;7,0;6,8;6,8;668,1;0,5;318,8;334,5;140028;402,2;1106,1
377,7;303,7;12,7;12,7;12,3;693,1;0,4;318,9;334,5;140010;402,2;1106,1
377,7;304,7;12,1;12,6;12,0;673,0;0,5;319,0;334,5;139283;402,4;1106,2
377,8;305,8;8,3;8,4;9,3;736,0;0,5;319,0;334,5;140742;402,1;1106,2
377,7;305,4;6,1;5,3;5,1;683,7;0,5;318,9;334,5;141220;402,2;1106,2
377,8;305,7;5,6;4,9;4,9;675,6;0,5;318,9;334,5;140145;401,9;1106,2
377,7;304,9;11,3;10,7;11,0;711,7;0,4;318,9;334,4;138499;402,0;1106,2
377,7;305,6;6,9;6,5;6,2;694,2;0,5;318,9;334,4;141305;402,0;1106,2
377,7;304,8;5,6;4,8;4,8;677,2;0,5;318,9;334,4;139876;401,9;1106,2
377,8;305,1;9,7;8,9;10,3;723,7;0,4;318,9;334,4;140641;401,9;1106,3
377,7;304,8;5,6;4,9;4,9;675,8;0,5;318,9;334,4;140565;401,9;1106,3
377,8;305,2;8,9;9,2;9,0;666,3;0,5;318,9;334,4;137933;401,9;1106,3
377,9;305,6;8,0;8,4;8,2;721,7;0,5;318,9;334,4;140108;401,8;1106,3
377,7;304,7;12,5;12,5;12,0;699,2;0,5;318,9;334,5;139776;401,7;1106,3
377,9;305,4;8,8;8,2;9,8;729,9;0,5;319,0;334,5;141574;401,8;1106,3
377,7;304,6;6,8;6,5;6,5;668,8;0,5;319,0;334,4;139276;401,8;1106,3
377,7;305,8;8,6;8,9;9,2;733,4;0,4;318,9;334,5;138579;401,8;1106,3
377,7;305,6;7,5;7,4;7,3;702,4;0,5;318,9;334,5;139903;401,7;1106,3
377,7;305,3;10,1;9,1;10,5;723,6;0,5;318,9;334,5;141041;401,8;1106,4
377,7;305,0;6,0;5,3;5,4;671,9;0,5;319,0;334,5;140132;401,6;1106,4
377,7;304,5;10,8;11,2;10,9;668,4;0,4;319,0;334,5;137773;401,8;1106,4
377,9;305,4;7,5;7,6;7,4;708,7;0,5;318,9;334,5;139925;401,8;1106,5
377,8;305,0;9,7;8,8;10,2;725,1;0,5;318,9;334,5;138806;401,7;1106,5
377,8;306,1;8,5;8,9;9,1;732,4;0,5;318,9;334,6;140576;401,6;1106,5
377,7;304,1;11,0;11,5;11,0;669,8;0,5;318,9;334,6;138564;401,6;1106,5
377,8;305,8;8,3;8,5;8,5;725,5;0,5;318,9;334,5;138260;401,7;1106,5
377,8;305,8;7,9;8,0;7,9;712,3;0,5;319,0;334,5;140003;401,7;1106,5
377,8;304,6;12,0;12,5;11,8;672,6;0,5;319,0;334,5;139536;401,6;1106,5
377,8;305,6;8,4;8,6;9,4;735,2;0,5;319,0;334,6;139514;401,8;1106,5
377,8;306,5;8,4;8,7;9,2;735,7;0,5;319,0;334,6;140099;401,7;1106,6
377,7;305,8;6,0;5,3;5,2;683,7;0,5;319,0;334,6;140022;401,6;1106,6
377,8;303,7;12,5;12,9;12,2;676,0;0,5;318,9;334,6;140287;401,7;1106,6
377,8;304,3;11,8;12,3;11,7;671,6;0,5;318,9;334,6;139995;401,7;1106,6
377,9;304,4;9,6;8,7;10,2;726,2;0,5;318,9;334,6;138441;401,6;1106,6
377,8;306,0;8,0;8,2;8,4;722,5;0,5;318,9;334,6;139384;401,7;1106,6
377,7;305,6;8,4;8,6;9,5;734,9;0,5;318,9;334,6;138180;401,7;1106,7
377,9;306,5;7,7;7,7;7,7;711,0;0,5;318,9;334,6;138975;401,8;1106,7
377,9;306,5;7,0;6,7;6,6;697,8;0,5;318,9;334,6;139994;401,7;1106,7
377,7;305,0;8,4;8,2;9,6;733,6;0,5;318,9;334,6;140091;401,6;1106,8
377,8;304,0;10,8;10,0;10,6;716,2;0,5;318,9;334,6;140400;401,6;1106,8
377,9;304,2;12,2;11,9;11,8;700,0;0,5;318,9;334,6;140411;401,6;1106,8
377,9;307,0;6,7;6,3;6,2;691,8;0,5;318,9;334,5;138438;401,5;1106,9
377,8;306,1;8,0;8,2;8,2;723,4;0,5;318,9;334,5;139669;401,6;1106,9
377,7;305,3;7,8;8,2;8,9;734,6;0,5;318,9;334,5;141562;401,2;1106,9
377,8;306,7;6,3;6,0;6,0;668,8;0,5;318,8;334,6;139136;401,4;1106,9
377,8;307,2;7,7;7,9;7,9;716,9;0,4;318,8;334,6;139521;401,6;1107,0
377,9;305,1;7,9;8,3;9,0;735,6;0,5;318,7;334,6;141378;401,5;1107,0
377,8;305,6;5,9;5,6;5,5;669,7;0,5;318,8;334,6;139063;401,5;1107,1
377,8;306,5;7,7;7,7;7,5;707,2;0,4;318,8;334,6;139887;401,4;1107,1
377,7;304,6;8,3;8,1;9,3;733,6;0,5;318,8;334,6;141962;401,5;1107,1
377,9;306,5;5,7;5,1;5,1;671,7;0,5;318,8;334,6;138536;401,6;1107,1
377,8;305,7;7,7;8,1;8,1;726,3;0,4;318,8;334,6;140104;401,6;1107,1
377,8;304,7;8,5;7,9;9,5;732,1;0,5;318,8;334,6;141032;401,7;1107,2
377,9;307,4;6,7;6,1;6,0;691,1;0,5;318,8;334,6;139750;401,7;1107,2
377,8;304,3;7,8;8,3;8,9;735,0;0,4;318,8;334,6;140328;401,7;1107,3
377,9;304,9;11,3;11,8;11,2;671,8;0,5;318,7;334,6;139531;401,6;1107,3
377,9;304,5;7,8;8,2;8,6;734,6;0,5;318,7;334,6;140422;401,6;1107,4
377,9;305,6;10,8;11,2;10,8;669,2;0,5;318,8;334,6;139729;401,6;1107,4
378,0;306,7;7,5;7,4;7,4;704,1;0,5;318,8;334,6;140446;401,6;1107,4
377,8;306,1;7,7;7,9;7,8;666,5;0,5;318,8;334,6;138739;401,6;1107,5
377,8;306,1;7,7;7,9;8,0;723,7;0,5;318,8;334,5;140608;401,7;1107,6
377,8;304,1;13,1;13,2;12,6;689,4;0,5;318,8;334,6;140231;401,6;1107,6
377,9;304,0;8,7;8,1;9,5;729,7;0,5;318,8;334,6;141966;401,6;1107,6
377,9;307,1;5,2;4,6;4,5;674,0;0,5;318,8;334,6;140432;401,6;1107,7
377,9;303,9;8,7;8,1;9,4;729,6;0,4;318,7;334,5;138924;401,7;1107,7
377,9;305,9;7,7;8,0;8,2;726,3;0,5;318,7;334,5;140653;401,6;1107,8
377,8;304,2;12,6;12,6;12,1;691,5;0,5;318,7;334,5;140907;401,6;1107,8
377,9;306,8;6,1;5,6;5,4;687,7;0,5;318,8;334,5;140297;401,6;1107,8
377,9;304,7;10,4;10,7;10,4;666,9;0,4;318,8;334,5;139791;401,9;1107,8
378,0;306,5;7,4;7,2;7,0;701,2;0,5;318,8;334,6;140239;401,7;1107,8
377,8;303,8;10,5;9,7;10,5;715,8;0,5;318,8;334,6;139387;401,7;1107,8
378,0;306,1;7,4;7,5;7,5;708,5;0,5;318,8;334,6;140355;401,4;1107,9
377,9;303,8;10,6;9,8;10,5;715,3;0,5;318,7;334,6;142075;401,4;1107,9
378,0;307,2;5,8;5,2;5,2;684,5;0,5;318,7;334,6;140611;401,4;1107,9
